vf_precinct_id,vf_precinct_county,vf_precinct_ward,vf_precinct_name,vf_precinct_code,vf_precinct_count
22248,DEKALB,5,CG - Chapel Hill Elem,CG,1263
222051,WALTON,4,415 - Between,415,1753
222522,CHATTOOGA,LRG,1216 - Dirtseller,1216,94
222304,WHITFIELD,LRG,TI - Tilton,TI,405
22381,DEKALB,4,WI - Warren Tech,WI,1420
221976,MERIWETHER,5,13 - Raleigh,13,253
222502,PIKE,4,1 - Concord,1,599
22902,WHITFIELD,LRG,FI - Fincher,FI,1059
222054,BARROW,1,7,7,1186
223,CHEROKEE,5,044 - Woodstock,44,3169
22603,DOUGHERTY,4,02 - Sherwood Elem School,2,2023
22945,COBB,2,BR01 - Birney 01,BR01,1203
221630,DEKALB,7,MC - Marbut Elem,MC,1966
22243,GWINNETT,2,031 - Berkshire C,31,1106
22175,DEKALB,2,LB - Lavista Road,LB,1060
221967,CHATHAM,5,5-1 C - Bartlett Middle Sch,5-1 C,498
222747,WORTH,3,08 - Oakfield,8,116
222619,GORDON,LRG,1064 - Oostanaula,1064,302
222545,EFFINGHAM,3,03B,03B,693
221155,SUMTER,7,E-27 - Airport,E-27,881
221862,BALDWIN,3,322 - Coopers,322,758
22918,FANNIN,LRG,Colwell,COLW,493
221889,THOMAS,1,107 - Fire Station #2,107,658
22573,COBB,4,CK01 - Chalker 01,CK01,2239
221118,GLYNN,3,3733 - Career Academy,3733,1267
221738,TOWNS,LRG,833 - Macedonia,833,1667
22875,HARALSON,5,13 - Waco,13,498
222279,MCINTOSH,3,1515 - Crescent,1515,1227
222228,LAURENS,2,21 - Smith,21,1738
221478,BALDWIN,2,321W - West Hardwick,321W,1547
22728,LAURENS,,04 - Calhoun Park,4,3204
22843,DOUGHERTY,6,23 - Pine Bluff Bapt,23,1122
22380,RICHMOND,5,508,508,394
222450,UPSON,7,1577 - The Rock,1577,172
221253,MITCHELL,1,HI - Hinsonton,HI,78
222539,APPLING,5,05C,05C,195
221819,LIBERTY,5,14 - Town Of Allenhurst,14,1098
221567,COLUMBIA,4,040 - Eubank/Blanchard Ctr,40,596
22595,COBB,3,AU1A - Austell 1a,AU1A,2119
22385,COLUMBIA,2,075 - Brookwood Elementary,75,999
221549,CHEROKEE,4,032 - Rosecreek,32,1462
22919,FULTON,,01S,01S,843
22751,COLUMBIA,4,033 - Grovetown Middle Sch,33,1679
222725,BAKER,LRG,Elmodel,E,218
222193,GRADY,2,P - Pine Park,P,470
221096,FAYETTE,LRG,24 - Banks,24,703
22917,COLUMBIA,4,030 - Grovetown City Hall,30,1563
2223,FULTON,2,AP05,AP05,1763
221129,FULTON,,08K,08K,289
22188,BIBB,5,VV6 - Vineville 6,VV6,1138
22880,SPALDING,1,17 - Ambucs,17,953
221004,CATOOSA,2,Boynton,BOYN,2664
221564,BULLOCH,6,13 - Fair,13,2987
221268,FAYETTE,LRG,33 - Camp Creek,33,1174
221772,WORTH,3,06 - Red Rock,6,559
22928,WHITFIELD,LRG,DG - Dug Gap,DG,1580
222676,WARREN,2,4 - Beall Springs,4,274
221632,SPALDING,5,21 - Sun City,21,1346
222764,WORTH,3,07 - Doles,7,209
22996,COBB,1,HY01 - Hayes 01,HY01,1501
222700,EMANUEL,2,0050 - Oak Park,50,286
22993,FLOYD,LRG,040 - Floyd Springs,40,755
221558,CHEROKEE,6,030 - R M Moore,30,1256
221937,DOUGHERTY,2,10 - Mt Zion Center,10,1851
22824,HARALSON,,02 - Bremen,2,2759
222473,CARROLL,5,1496 - Bowdon Junction,1496,606
221664,BIBB,2,GF3 - Godfrey 3,GF3,1280
222558,MONROE,6,02 - Brantleys,2,397
221051,BIBB,1,HO4 - Howard 4,HO4,773
221377,GILMER,LRG,09 - East Ellijay,9,788
22786,DOUGHERTY,1,27 - First Chrstian,27,927
222370,GORDON,LRG,980 - Resaca,980,653
221936,FULTON,,10C,10C,1317
22535,FULTON,,03M,03M,369
222121,TAYLOR,3,Precinct 3,3,207
221030,FULTON,2,AP04B,AP04B,130
222076,WHEELER,4,2 - Glenwood,2,992
22202,GWINNETT,5,017 - Martins A,17,1467
221228,FULTON,4,EP08B,EP08B,2006
222720,DODGE,4,JONES,JONES,237
22225,CLARKE,7,07C,07C,1391
222442,PIKE,1,7 - Williamson,7,668
222222,TAYLOR,5,Precinct 6,6,1058
22165,FULTON,,07H,07H,1127
22955,DEKALB,2,DH - Druid Hills High,DH,1142
221858,MUSCOGEE,8,107 - Northside,107,1195
221795,CHATHAM,6,6-11C - Bamboo Farms,6-11C,1812
221964,DOUGHERTY,2,18 - Bill Miller Cen,18,1202
22783,CLAYTON,8,MO3 - Morrow 3,MO3,1974
221556,PICKENS,LRG,06 - Nelson,6,627
2274,GWINNETT,5,086 - Martins F,86,1286
221602,CLAYTON,6,JB05 - Jonesboro 5,JB05,855
222806,APPLING,1,1A1,1A1,150
22384,DOUGLAS,1,1276 - Deer Lick,1276,1467
222015,FULTON,,11E1,11E1,561
22254,COBB,7,FO02 - Fair Oaks 02,FO02,2380
22232,DEKALB,5,RA - Rainbow Elem,RA,1497
221841,LONG,2,2 - Rye Patch/Oak Dale,2,917
221467,WARE,6,400 - 1231-151,400,1594
222511,THOMAS,7,104 - Coolidge,104,549
22574,CLAYTON,9,JB08 - Jonesboro 8,JB08,1897
22301,COBB,2,SN5A - Smyrna 5a,SN5A,2083
222071,RICHMOND,7,708,708,160
222237,CAMDEN,1,02 - Waverly,2,651
221518,GRADY,1,SH - Spring Hill,SH,286
221526,LIBERTY,4,06 - Fleming East,6,1386
222446,TREUTLEN,4,Lothair,LOTH,265
222009,MERIWETHER,4,02 - Gill I,2,913
22265,GWINNETT,1,076 - Rockbridge D,76,1441
221474,CARROLL,6,1006 - Kansas,1006,500
22200,FULTON,3,SS14,SS14,623
